team,player,overall
Venezuela,N. Ferraresi,64
Kosovo,Y. Ibrahimaj,67
England,L. Brunt,52
Paraguay,S. Rojas,70
Republic of Ireland,D. O'Connor,59
Denmark,M. Bidstrup,61
Ecuador,B. Caicedo,70
Ecuador,B. Angulo,70
Bolivia,C. Añez,63
Belgium,N. Fadiga,62
Germany,L. Dajaku,65
Belgium,Y. Verschaeren,72
Belgium,J. Doku,71
Czech Republic,L. Hušek,58
Portugal,Sidnei Tavares,60
Argentina,L. Orellano,67
Denmark,J. Rothmann,59
Serbia,D. Vlahović,70
Italy,R. Sottil,64
Sweden,J. Björkengren,64
Japan,N. Fujimoto,68
Japan,T. Iwata,69
Brazil,Nicolas Firmino,52
England,R. Campbell,54
France,K. Cabral,64
France,V. Triboulet,61
England,D. Revan,55
Spain,Pablo Ramón,62
Netherlands,D. Bajselmani,61
Belgium,C. Ngonge,64
Chile,B. Galdames,58
Denmark,M. Daramy,67
Sweden,A. Youssef,58
Argentina,A. Urzi,73
Argentina,J. Vivanco,58
Argentina,F. Girotti,64
Norway,O. Sahraoui,64
France,M. Siby,60
France,G. Haag,57
Romania,M. Popescu,64
Romania,D. Sorescu,70
Romania,D. Ciobotariu,63
Romania,R. Grigore,64
France,B. Diakité,68
Switzerland,Y. Kasaï,53
Spain,Almerge,59
France,H. Massengo,66
Spain,Guillem Jaime,64
England,J. Rowland,56
Portugal,Matis Carvalho,61
United States,C. Kelman,60
England,R. Howard,57
Spain,Fran García,64
Argentina,J. Requena,57
Spain,Javi Mier,65
Czech Republic,A. Hložek,74
Sweden,E. McCue,52
France,A. Lottin,62
France,M. Caqueret,75
England,O. Battersby,52
Poland,F. Marchwiński,63
Germany,N. Sommer,59
Switzerland,A. Campos,55
Sweden,E. Holm,60
Spain,Álvaro Vallés,68
Canada,D. Kinumbe,57
Norway,A. Hansen,60
Germany,N. Katterbach,70
England,B. Saka,75
Spain,Barrenetxea,73
Paraguay,E. Borja,64
France,R. Sans,60
France,G. Biancone,68
Scotland,S. Mackie,61
Tunisia,I. El Mizouni,57
England,K. Dembélé,63
France,L. Agoume,63
England,L. Davis,64
Saudi Arabia,S. Abdulhamid,64
Paraguay,A. Bareiro,68
Japan,A. Ibayashi,65
Republic of Ireland,D. Williams,53
Republic of Ireland,S. Callan,50
England,M. Pollock,59
Paraguay,G. Velázquez,69
Italy,F. Valietti,63
Australia,A. Reardon,55
Greece,G. Masouras,74
Burundi,E. Kamsoba,60
Belgium,K. Nkuba,59
Finland,J. Vahtera,58
Belgium,J. Van den Bergh,68
England,B. Sarpong-Wiredu,57
Burkina Faso,L. Traoré,68
France,I. Chouaref,65
Mexico,D. Abella,60
Ivory Coast,A. Loba,70
Senegal,O. Thioune,68
France,G. Dietsch,58
Mexico,J. Reyes,60
Mexico,A. Gutiérrez,59
Mexico,I. Tona,58
Spain,Aihen Muñoz,73
Mexico,E. Aguirre,66
Finland,S. Väänänen,57
Mali,S. Koita,71
Netherlands,K. Hoever,63
Mali,M. Camara,70
Sweden,K. Björklund,59
Uruguay,M. Castro,67
Japan,Y. Iwasaki,60
Sweden,O. Pettersson,57
Italy,K. Cannavò,58
Spain,Bryan Gil,65
Spain,Hugo Vallejo,68
Uruguay,F. Arismendi,60
England,A. Smith,56
France,A. Bamba,72
Israel,M. Solomon,73
Japan,T. Umeda,64
Canada,T. Buchanan,56
Brazil,Arthur Silva,63
United States,D. Jones,64
Germany,A. Sejdič,57
South Korea,Park Il Gyu,69
France,T. Cissokho,63
Spain,Marc Aguado,62
Iceland,I. Jóhannesson,65
Iceland,O. Stefánsson,51
France,E. Sylvestre,64
Uruguay,J. Méndez,70
Mexico,K. Hernández,60
Japan,T. Watanabe,66
Liberia,M. Kamara,62
Uruguay,R. López,61
Ivory Coast,V. Bayo,68
Portugal,Rúben Macedo,65
Germany,A. Pieper,72
Chile,E. Wiemberg,61
Spain,Carlos Neva,76
Germany,K. Pröger,69
Northern Ireland,M. Sykes,64
France,B. Fofana,63
United States,G. Dorsey,56
Japan,I. Sekigawa,61
Norway,N. Mickelson,62
Norway,O. Holm,59
Italy,A. Riccardi,62
England,F. Nmecha,62
Argentina,F. Quinteros,56
Argentina,E. Díaz,72
England,L. Kitching,61
England,R. Gotts,61
Ivory Coast,O. Kossounou,67
Italy,G. Gaetano,61
Montenegro,S. Milošević,65
Guinea,O. Camara,61
Slovakia,M. Chudý,67
Argentina,N. Capaldo,67
Japan,T. Suzuki,63
Argentina,A. Obando,63
Paraguay,R. Rojas,74
Spain,Jaume Grau,67
Czech Republic,T. Čvančara,61
Spain,Antón Escobar,60
Slovakia,A. Kadlec,64
England,J. Ramsey,55
Germany,N. Stendera,57
Spain,Pepe Castaño,61
Spain,Iván Martín,61
Luxembourg,Gerson Rodrigues,68
South Korea,Cheon Seong-Hoon,57
South Korea,Um Won Sang,64
Ghana,P. Tawiah,62
Mali,I. Coulibaly,65
Ivory Coast,P. Akouokou,64
Wales,R. Astley,59
Costa Rica,M. Loría,64
England,D. Drysdale,59
Netherlands,A. van der Heide,61
Zambia,L. Musonda,65
Netherlands,M. Ihattaren,77
Colombia,F. Cantillo,55
Colombia,R. Márquez,68
Portugal,Diogo Calila,66
Portugal,Elliot Simões,60
Republic of Ireland,L. Scales,58
Georgia,L. Kharabadze,63
Republic of Ireland,N. Farrugia,59
China,Wang Weilong,57
China,Wang Tong,55
Brazil,Robinho,66
England,J. Birch,52
England,M. Tait,52
United States,A. Keita,63
Mali,B. Kouyaté,69
France,W. Bedfian,57
Central African Republic,S. Yatéké,63
Norway,T. Gulliksen,51
Hungary,A. Schäfer,63
Brazil,Ruan B,67
Czech Republic,A. Král,74
Czech Republic,P. Ševčík,76
Sweden,K. Hodžić,62
United States,J. Haak,49
Brazil,Anderson,65
Sweden,J. Löfgren,61
DR Congo,J. Kayamba,74
Republic of Ireland,T. Murphy,52
Republic of Ireland,R. O'Farrell,55
Canada,N. Okello,58
United Arab Emirates,A. Al Hidhani,56
United Arab Emirates,Y. Nader,67
United Arab Emirates,S. Juma,64
United Arab Emirates,M. Khalfan,60
United Arab Emirates,H. Al Mansoury,58
United Arab Emirates,I. Ahmed,67
United Arab Emirates,M. Abdulrahman,66
United Arab Emirates,K. Eissa,71
England,U. Godwin-Malife B,59
Uruguay,C. Oliva,69
Venezuela,J. Vargas,60
United States,O. Fernandez,63
Spain,Julio Alonso,62
Argentina,E. Fernández,62
Colombia,A. Colorado,65
United States,A. Reynolds II,57
United States,J. Gutjahr,61
England,D. Idehen,50
France,B. Moltenis,59
Slovakia,D. Hancko,70
Argentina,A. Bernabei,70
Belgium,S. Dewaele,68
Netherlands,S. Braken,66
Brazil,Lucas Ribeiro,64
United States,L. Barraza,57
Ukraine,D. Sikan,64
Germany,A. Jonjić,61
Ghana,G. Mensah,69
South Korea,Kim Min Ho,57
Japan,K. Ishii,57
Uruguay,A. Espino,74
Bulgaria,A. Hristov,62
Japan,T. Miyashiro,59
Germany,A. Owusu,55
England,J. Benson,62
Bosnia and Herzegovina,D. Hotić,71
Colombia,N. Hernández,67
Argentina,J. Segovia,69
Argentina,A. Vigo,70
Argentina,L. Ríos,64
Argentina,F. Mura,69
Turkey,C. Sertel,63
Colombia,J. Rivera,60
England,J. Olayinka,55
Turkey,A. Toptik,55
Spain,Iago Indias,62
Colombia,C. Terán,57
Iran,Y. Delfi,63
Portugal,Abdu Conté,68
Ecuador,G. Plata,74
Brazil,Tuta,66
Serbia,S. Srnić,68
Croatia,A. Palaversa,71
Paraguay,R. Prieto,66
Brazil,Júnior Brumado,62
Spain,Víctor Ruiz,69
China,Ming Tian,68
Macau,David Cardoso,60
Czech Republic,M. Hanousek,73
Brazil,Emerson,78
Brazil,Patrick,58
Belgium,D. Mbayo,65
Ukraine,Jeka,64
Mali,S. Keita,63
Montenegro,V. Savićević,67
Ghana,K. Kizito,62
China,Xia Ao,47
China,Wang Zhifeng,49
Canada,D. St. Clair,60
Italy,R. Bellanova,68
Czech Republic,M. Hašek,72
Germany,M. Römling,57
China,Wu Shaocong,55
Croatia,M. Mužek,60
France,K. Thuram,71
Senegal,M. Mbow,59
Netherlands,J. Piroe,64
Brazil,Ibañez,68
Ghana,L. Ofori,66
Burkina Faso,E. Tapsoba,78
Japan,A. Seko,64
Japan,H. Araki,66
Japan,S. Higashi,62
Uzbekistan,I. Alibaev,67
Japan,G. Ito,55
United States,A. Gutman,61
Scotland,L. Dykes,69
Germany,P. Finger,57
Mali,A. Deuro,60
Finland,S. Hostikka,62
Guinea,I. Camará,67
United States,J. Nelson,58
United States,S. Junqua,56
Croatia,R. Mudražija,66
Colombia,J. Marín,55
Sweden,J. Larsson,66
Spain,Unai Vencedor,65
Norway,A. Mikkelsen,55
Northern Ireland,A. McCalmont,61
Australia,C. Ouzounidis,60
England,M. Mampala,62
Czech Republic,D. Plechatý,65
United States,T. Muse,55
England,O. Casey,59
Poland,M. Bogusz,60
United States,B. Michel,61
United States,K. Smith,58
United States,T. Freeman,51
Switzerland,L. Stergiou,67
United States,B. Aaronson,68
England,F. Vincent,58
France,T. Ducrocq,60
Israel,D. Saba,73
Brazil,Marcos Antonio,72
England,L. Buchanan,59
Poland,A. Buksa,60
Brazil,Andre Shinyashiki,62
Argentina,E. Cardozo,60
Sweden,D. Kulusevski,77
Republic of Ireland,L. McNally,56
Uruguay,R. Cabrera,60
France,K. Mouanga,60
France,P. Wade,59
Spain,Altube,63
France,A. Pelmard,68
Brazil,Maguinho,65
Japan,K. Harada,55
Japan,S. Watanabe,56
Japan,S. Naruse B,63
Peru,G. Costa,67
United States,S. Haji,61
United States,D. Ochoa,54
Poland,D. Hoyo-Kowalski,59
Poland,F. Dymerski,53
Finland,O. Antman,58
Trinidad and Tobago,G. Ranjitsingh,52
Argentina,A. Palavecino,64
Spain,Álex Sola,69
England,F. Balogun,60
Spain,Xavi Sintes,60
Argentina,G. Avila,56
Uzbekistan,R. Ashurmatov,66
Argentina,F. Delorenzi,67
France,B. Tutu,61
United States,C. Gasper,64
Switzerland,L. Zumberi,57
United States,H. Dotson,64
Germany,L. Unbehaun,61
Senegal,A. Diallo,65
Denmark,J. Haahr,52
Denmark,M. Anbo,54
Canada,J. Sirois,50
Spain,Moncayola,74
Spain,Apa,67
Germany,A. Bella-Kotchap,62
Argentina,A. Ayala,60
Spain,Edgar,70
Slovakia,B. Sekulić,66
United States,M. Freese,59
Germany,P. Glatzel,60
Turkey,M. Güçlü,64
United States,E. Cerrillo,64
Honduras,K. Álvarez,61
Switzerland,F. Mambimbi,60
Switzerland,E. Petignat,56
Ivory Coast,C. Zady Sery,68
Mauritania,A. Thiam,60
France,A. Scheidler,65
Australia,R. Loughty,59
China,Guo Wei,58
Australia,A. Boroughbridge,59
Argentina,J. Barreto,58
Australia,B. Smith-Hylton,56
Australia,H. Trewbridge,59
Costa Rica,A. Cruz,66
United States,F. Amaya,62
Australia,A. Monksfield,60
United States,J. Hague,50
France,L. Leroy,63
Australia,O. Gastrell,58
Norway,E. Selvik,61
United States,D. Sealy,51
United States,P. Ejimadu,55
Brazil,Bernardo Rosa,55
England,J. Ngakia,65
Georgia,H. Kvaracheliya,63
United States,A. Perez,60
Jamaica,P. Vassell,60
United States,J. Portillo,60
Argentina,E. Cuello,61
Brazil,Tete,75
Czech Republic,F. Panák,67
Canada,K. Miller,59
England,J. Branthwaite,60
Germany,J. Wellers,53
Sweden,R. Hajal,61
Mali,L. N'Diaye,60
South Korea,Kim Tae Hwan,60
Ivory Coast,K. N'Dri,60
United Arab Emirates,B. Al Ahbabi,71
United Arab Emirates,M. Ahmed,62
Romania,D. Politic,63
Netherlands,D. Muringen,60
United States,J. Araujo,63
Nigeria,V. Boniface,64
Germany,M. Chana,61
South Korea,Cho Gue Sung,56
United Arab Emirates,A. Barman,68
China,B. Iskandar,51
Brazil,Vintecinco,57
Germany,T. Raschl,63
Albania,A. Dobra,56
France,D. Traore,59
Portugal,André Almeida,63
Japan,D. Matsuoka,62
England,M. Smith,58
Venezuela,C. Olses,62
England,J. Cropper,53
Colombia,A. Arroyo,59
England,A. Glennon,61
United States,E. Zubak,58
Germany,V. Gembalies,63
Argentina,F. Fragueda,59
France,L. Ghezali,63
France,Y. Baret,59
France,L. Carnot,61
England,K. John,62
Australia,I. Powell,58
Belgium,O. Deman,58
Argentina,R. González,60
Colombia,J. Cuesta,60
Denmark,K. Jørgensen,58
Spain,Jaime Seoane,65
Uruguay,G. González,73
France,A. Tégar,57
England,M. Williams,57
Germany,N. Schlotterbeck,66
Norway,S. Hanssen,60
Kosovo,K. Krasniqi,53
Australia,J. Nisbet,58
Mali,A. Konté,56
France,M. Olise,67
Portugal,Thierry Correia,72
England,A. Rowe,58
Australia,D. Wilmering,57
Mexico,C. Aguirre,60
Portugal,Robinho,65
South Korea,Lee Ho In,55
Brazil,Bruno Guimarães,78
Mauritania,M. El Hacen,69
Japan,K. Takahata,58
Poland,C. Miszta,50
Denmark,M. Præst,51
Russia,M. Glushenkov,64
Russia,N. Umyarov,68
France,M. Kapo,62
Finland,R. Karjalainen,62
United States,G. Yow,53
Turkey,M. Akçay,63
Belgium,R. Quirynen,62
Belgium,N. Nöstlinger,60
Paraguay,D. Valdez,69
Paraguay,J. Escobar,72
Bolivia,R. Cordano,68
Bolivia,S. Torres,64
Bolivia,A. Jusino,64
Bolivia,R. Vaca,67
Italy,D. Merola,58
Italy,S. Esposito,66
Romania,I. Șerban,57
Romania,C. Măgureanu,53
Romania,M. Căpățînă,66
Romania,I. Gheorghe,67
Belgium,S. Bouzian,59
Colombia,S. Moreno,60
Ivory Coast,W. Togui,67
Romania,G. Deac,61
Romania,G. Simion,66
Norway,M. Williamsen,49
Romania,V. Crețu,70
Romania,D. Olaru,68
Romania,C. Căbuz,68
Romania,R. Dâlbea,64
Romania,A. Miron,68
Romania,A. Burcă,70
Romania,A. Chindriș,67
Romania,A. Pițian,62
Romania,A. Patache,64
Mali,M. Diakité,55
Romania,R. Andronic,58
Romania,A. Vlad,66
Romania,I. Cristea,69
Romania,M. Leca,63
Romania,A. Rus,65
Romania,F. Ștefan,69
Romania,C. Petrila,61
Bolivia,R. Fernández,62
Paraguay,S. Arzamendia,69
Romania,V. Mihăilă,70
Norway,O. Opsahl,55
Morocco,Moha,68
Spain,Javi Navarro,66
Romania,I. Panțîru,70
Romania,A. Sin,67
Romania,D. Lazar,70
Romania,C. Dima,66
Montenegro,R. Radunović,70
Romania,A. Trușescu,61
Romania,V. Ghiță,67
Netherlands,B. de Nooijer,69
Romania,R. Boboc,68
Romania,A. Mățan,67
Romania,C. Casap,61
Romania,A. Ciobanu,68
Romania,A. Pitu,61
Romania,G. Ganea,63
Greece,S. Kokovas,58
England,E. Acquah,55
Mexico,A. Gómez,63
South Korea,Park Jung In,57
Colombia,C. Haydar,61
Tunisia,A. Jaziri,63
Congo,H. Moussaki,61
Poland,M. Praszelik,58
Spain,Zubimendi,63
Poland,M. Karbownik,68
Thailand,B. Davis,56
Romania,A. Rațiu,63
Czech Republic,T. Vlček,62
Italy,D. Bettella,63
Morocco,N. Boujellab,65
Sweden,H. Sveijer,49
South Sudan,V. Yuel,59
Norway,P. Vogt,59
Denmark,D. Obbekjær,54
South Korea,Song Min Kyu,63
England,J. Mundle-Smith,59
Bulgaria,V. Antov,62
Bulgaria,M. Minchev,63
Croatia,M. Đira,66
Russia,K. Maradishvili,62
Russia,P. Maslov,66
Russia,I. Gaponov,63
Canada,T. Hasal,59
China,Liu Xinyu,51
Germany,J. Carls,66
France,E. Camavinga,76
Norway,T. Pedersen,65
France,S. Boey,65
Norway,R. Sandberg,54
England,T. Allen,57
Norway,O. Petersen,57
Norway,S. Jarl,58
Germany,J. Neiß,59
United States,J. Samnik,59
Scotland,J. Semple,55
Ghana,I. Atanga,67
England,L. Murphy,58
Austria,T. Ballo,56
Republic of Ireland,S. Doherty,49
Ukraine,Y. Isaienko,55
Bulgaria,I. Gruev,61
Italy,R. Piccoli,62
Brazil,Gustavo Assunção,74
Panama,O. Browne,69
Norway,M. Johnsen,57
Senegal,Z. Thior,64
Romania,R. Zamfir,54
Romania,A. Bani,59
Republic of Ireland,M. McGuinness,56
Germany,D. Hanslik,63
Romania,L. Nițu,60
Spain,Miguel Marí,62
Poland,M. Nawrocki,55
France,L. Le Pennec,57
Australia,D. Ruiz-Diaz,55
Netherlands,I. Maatsen,58
Austria,M. Taferner,61
England,M. Lavinier  B,56
England,T. Anjorin,58
Germany,D. Ramaj,59
Angola,Chico Banza,63
Republic of Ireland,N. Collins,62
South Korea,Lee Soo Bin,61
Poland,D. Szot,57
Colombia,D. Quiñones,66
England,J. Hill,51
England,J. Helliwell,54
Saudi Arabia,K. Al Ghannam,58
Netherlands,N. Bannis,61
England,I. Bazeley-Graham,52
Spain,Dani Vivian,65
Colombia,E. Mosquera,58
Mexico,B. Mendoza,65
England,N. Jones,50
Netherlands,Z. Aboukhlal,68
Spain,Cristian Cedrés,67
United States,S. Anderson,52
Portugal,Pedro Brazão,62
France,E. Dina Ebimbe,67
France,B. Benkhedim,63
Germany,D. Kother,61
Germany,F. Flick,55
France,A. Phliponeau,64
Romania,O. Hindrich,59
Romania,C. Itu,65
England,J. Greaves,61
France,L. Mbe Soh,66
France,A. Zagré,65
Senegal,C. Niasse,63
France,A. Linguet  B,57
Romania,L. Munteanu,62
Wales,B. Cabango,62
Wales,O. Cooper,54
Wales,J. Gould,53
France,W. Fofana,71
Ukraine,V. Bondar,68
Mexico,J. Castro,64
Montenegro,S. Grubač,58
DR Congo,M. Luyambula,57
Spain,Paulino,63
South Korea,Oh Hyun Gyu,58
Algeria,W. Aouachria,50
DR Congo,M. Ngalina,60
Denmark,G. Isaksen,60
Norway,S. Skogen,53
England,L. Haines,53
Morocco,G. Ahadme,59
Mexico,J. Alcántara,59
Belgium,J. Carcela-González,58
Spain,Jesús Fortes,64
United States,A. Ocampo-Chavez,54
Germany,C. Conteh,64
Togo,M. Barcola,58
Belgium,J. Van Hecke,57
England,J. Mellish,56
France,U. Bonnet,68
France,J. Mellot,69
England,T. Leak,52
England,J. Knowles,57
Spain,Sergio Camello,64
Scotland,A. Hickey,65
Japan,R. Takao,64
Ghana,Y. Ackah,70
England,K. Berkoe,49
Spain,Mateu Morey,66
France,S. Delos,61
Italy,S. Straudi,61
Denmark,P. Bjur,58
France,M. Diaby,70
England,T. Clifford,59
Brazil,Zé Uilton,65
England,J. Young,50
England,J. Fielding,52
Turkey,B. Özdemir,68
United States,D. Leyva,56
Italy,M. Felici,53
Bolivia,J. Orellana,67
Bolivia,H. Rodríguez,67
Paraguay,H. Caballero,65
Paraguay,H. Fernández,60
Paraguay,B. Ojeda,67
Paraguay,R. Sánchez,74
Paraguay,F. Cardozo,63
Italy,N. Armini,65
Germany,L. Kilian,69
Germany,K. Holzweiler,65
England,N. Guinness-Walker,63
France,K. Koné,66
France,N. Ngoumou,60
France,M. Diarra,63
Colombia,J. Ruiz,61
Antigua and Barbuda,T. Bramble,52
Austria,N. Wunsch,60
Ukraine,A. Trubin,63
Belgium,N. Shinton,62
Azerbaijan,S. Tasdemir,54
England,F. Blake-Tracy,61
Albania,E. Ramaj,62
Switzerland,R. Busset,55
Germany,E. Engelhardt,59
Switzerland,A. Antunes,55
Switzerland,B. Cespedes,59
Switzerland,K. Imeri,60
Austria,M. Svoboda,64
Sweden,I. Bråholm,53
Austria,S. Santin,63
England,B. Jackson,62
France,D. Bakwa,59
France,A. Traoré,61
Ecuador,A. Chicaiza,63
Ecuador,P. Ortiz,68
France,M. Tshibuabua,60
England,J. Walsh,53
Netherlands,D. Abels,66
Turkey,H. Dervişoğlu,69
England,M. Ekpiteta,61
Republic of Ireland,S. Ogie,51
Cyprus,R. Sotiriou,57
Austria,L. Greiml,63
Brazil,Anderson Oliveira,68
France,B. Fadiga,62
England,R. Longman,55
Portugal,B. Aveiro,58
England,I. Samuels,53
England,C. Boyce-Clarke,58
Cameroon,M. Noubissi,69
Peru,J. Pretell,67
Canada,K. Yao,52
Peru,P. Álvarez,67
Venezuela,J. Graterol,67
Spain,Cadete,66
Germany,S. Sonnenberg,65
Poland,J. Sobociński,62
Denmark,F. Alves,60
Senegal,P. Ciss,68
England,G. Baker,56
England,J. Concannon,54
England,Z. Jeacock,53
Wales,M. Boyes,58
France,A. Vardin,64
Germany,Y. Osée,61
Germany,F. Egerer,65
Spain,Sergio Ruiz,66
Spain,Berto Cayarga,68
France,E. Lombardo,70
Spain,Javi Siverio,62
Spain,Rafa Tresaco,61
South Korea,Kim Min Duk,55
Turkey,M. Albayrak,64
Turkey,M. Uğurlu,63
Germany,R. Garcia,65
Germany,B. dos Santos,59
Germany,J. Marx,67
Netherlands,E. Vaessen,66
Curaçao,J. Gaari,65
Comoros,S. Bakari,67
Netherlands,N. Baggerman,63
Netherlands,K. Heemskerk,59
Netherlands,J. Koenraat,61
Germany,P. Osterhage,56
Poland,J. Grzesik,62
Germany,S. Özcan,65
Croatia,D. Stipica,70
Germany,D. Köhn,67
Germany,A. Mayer,58
Germany,M. Zaiser,58
Germany,J. Rochelt,60
Poland,M. Zylla,58
Croatia,K. Muhar,65
Slovakia,J. Holúbek,62
United States,C. Richards,66
Germany,J. Stanisic,60
Germany,M. Wagner,54
Latvia,D. Ontužāns,54
Germany,A. Stiller,64
Denmark,O. Bundgaard,53
Netherlands,J. Zirkzee,68
Serbia,A. Luković,62
Turkey,C. Karatas,52
France,L. Bessilé,64
China,Ma Zhen,48
Cameroon,L. Bell Bell,64
Germany,M. Gyamfi,54
Germany,A. Roczen,59
Spain,José Gragera,63
Denmark,S. Tengstedt,56
Northern Ireland,C. Boyd-Munce,55
Germany,S. Conteh,63
England,S. Wilson,56
Spain,Miguel Ángel,62
Spain,Kirian,66
England,T. Sinclair,58
Czech Republic,T. Petrášek,67
Spain,Larrazabal,70
Czech Republic,P. Schwarz,67
England,S. McLeod,51
England,K. Poku,59
France,A. Ouhafsa,59
Romania,M. Aioani,65
Romania,A. Ioniță,57
Moldova,V. Rață,62
Romania,D. Novac,61
Romania,A. Mihaiu,61
Romania,A. Șerban,60
Romania,M. Neicuțescu,63
Romania,R. Ion,64
Romania,O. Horșia,65
Romania,C. Dumitru,58
Venezuela,E. Peña Zauner,59
Romania,A. Șut,64
Poland,M. Szczepański,64
Romania,A. Buziuc,64
Czech Republic,D. Bartl,65
Poland,K. Kościelny,63
Poland,M. Domański,62
Netherlands,J. van Stappershoef,58
Serbia,D. Joveljić,68
France,I. Botella,64
France,A. Lebeau,60
Czech Republic,T. Holeš,73
Argentina,M. Fernández,71
Argentina,M. Gagliardo,68
Argentina,F. Torrent,72
Argentina,E. Piovi,72
Norway,C. Cheng,51
Turkey,A. Gündüz,61
Turkey,S. Kavrazlı,62
Paraguay,M. Miers,66
Algeria,M. Halaïmia B,67
South Korea,Lee Gwang Yeon,59
South Korea,Hwang Tae Hyun,61
South Korea,Kim Ju Sung,56
South Korea,K. Harr,57
England,T. Savin,56
France,S. Raux-Yao,61
France,O. Camara,59
France,L. Sinayoko,56
Scotland,J. Mullin,64
Nigeria,G. Ajayi,61
Australia,S. Silvera,54
England,T. Grivosti,60
Czech Republic,D. Lischka,71
Brazil,Iago,75
Belgium,T. Somers,65
Gabon,J. Allevinah,67
France,B. Ndilu,60
South Africa,B. Sam,65
South Africa,F. Makaringe,69
England,E. Simms,63
Norway,M. Fofana,55
Norway,A. Vik,55
Paraguay,H. Vera Oviedo,64
Argentina,J. Bay,65
Argentina,C. Vega,66
Argentina,M. Pato,61
Brazil,Jean Lucas,72
Northern Ireland,D. Burns,50
Czech Republic,L. Kalvach,74
United States,R. Pepi,53
Germany,P. Besong,57
Germany,Y. Ibrahim,60
Spain,Mingotes,64
Ghana,K. Yeboah,62
Austria,J. GöllesB,62
Brazil,Rafael Gava,66
Romania,A. Cordea,63
Belgium,A. Carlone,58
France,J. Lamy,55
Ecuador,M. Balda,63
Argentina,M. Klimowicz,60
Argentina,E. Romero,62
Brazil,Eric Ramires,65
Nigeria,V. Ozornwafor,63
Slovenia,B. Kramer,64
England,H. Saunders,51
Northern Ireland,B. Baggley,51
England,H. Holgate,51
Kazakhstan,Y. Vorogovskiy,69
England,O. Watkinson,48
England,F. Tavares,54
England,O. Crankshaw,54
Germany,S. Köhler,66
Republic of Ireland,R. Burke,55
Germany,N. Thiede,59
Germany,F. Nürnberger,66
Germany,T. Keller,62
England,M. Fernandes,54
China,De Erjiaduo,65
Germany,F. Kastenmeier,70
Portugal,Guga Rodrigues,69
Germany,J. Rumpf,60
Israel,O. Hanin,58
Morocco,K. Hachadi,66
Germany,J. Albrecht,56
Germany,K. Ibrahim,54
France,B. Soumaré,65
Scotland,J. Armer,53
Belgium,S. Lahssaini,59
Scotland,S. McKinstry,56
Serbia,N. Kupusović,58
Germany,A. Lungwitz,61
Germany,M. Meyerhöfer,68
Spain,Álex Bermejo,69
Germany,V. Müller,65
France,R. NyaB,57
France,R. Bouallak,57
France,W. Coulibaly,63
Gambia,M. Jarjué,64
France,A. Dia,55
France,M. Aké,69
Austria,B. Pichler,68
Croatia,Z. Šarlija,64
Scotland,A. Mair,58
England,J. Martin,58
Argentina,P. Cucchi,71
Canada,J. Shaffelburg,62
Togo,K. Laba,75
United Arab Emirates,M. Shaker,65
Serbia,F. Bainović,61
Poland,P. Krawczyk,59
Poland,M. Spychała,62
Croatia,D. Štiglec,68
Poland,W. Muzyk,55
Poland,K. Kostorz,53
France,O. Djoco,57
France,N. Jaby,55
England,C. Carter,58
Germany,K. Klefisch,61
Germany,M. Gottschling,66
Uruguay,R. Zalazar,61
France,L. Brassier,64
Senegal,P. Keny,63
Morocco,Y. Merah,59
DR Congo,S. Mambo,67
France,C. Bombo,57
Costa Rica,L. Díaz,69
Germany,E. Arslan,55
Germany,T. Krauß,60
Argentina,L. Valente,58
Germany,L. Kwadwo,63
France,T. Coulibaly,59
Spain,Javi Fernández,67
Germany,K. Ehlers,65
England,J. Young,56
Serbia,S. Nurković,70
Denmark,M. Weaire,53
Israel,S. Weissman,75
Austria,A. Schmidt,63
Republic of Ireland,D. Kinsella-Bishop,50
Republic of Ireland,R. Slevin,55
Wales,B. Johnson,59
England,D. Preston,54
England,J. Richardson,59
United States,J. Dhillon,63
Germany,M. Malone,62
Germany,B. Voll,51
Luxembourg,D. Carlson,64
Portugal,Nuno Santos,69
Germany,L. Scepanik,63
Germany,L. Mickels,65
Germany,A. Budimbu,62
Brazil,Samuel Dias,65
Albania,E. Mihaj,64
Portugal,Brian Araújo,64
Portugal,Henrique Gomes,72
Germany,F. Jäkel,59
North Macedonia,V. Stojanovski,63
Republic of Ireland,R. Tierney,55
England,D. Boateng,60
Belgium,I. Van der Brempt,62
Belgium,T. Van Den Keybus,60
Portugal,Pedro Amaral,70
Belgium,C. De Ketelaere,70
United States,G. Leibold,55
England,R. Campbell-Gordon,55
England,N. Agho,52
Belgium,M. De Cuyper,64
Germany,C. Kinsombi,63
Turkey,M. Akpınar,61
Spain,Guille Amor,58
Comoros,A. Ali Mohamed,62
Poland,B. Bida,63
Mali,O. Diakité,66
Bolivia,J. Rojas,65
Austria,T. Sabitzer,61
Germany,H. Saghiri,64
Brazil,Mateus Pasinato,71
Guinea-Bissau,Sori Mané,68
England,R. Collins,53
England,O. Ashley,51
Croatia,J. Gvardiol,69
France,A. Konaté,61
Portugal,Nuno Tavares,72
DR Congo,M. Elia,65
Brazil,Eduardo Kau,64
Brazil,Patrick,59
North Macedonia,D. Churlinov,64
England,K. Gordon,52
England,P. Osew,61
England,A. Assal,49
Scotland,A. Fitzpatrick,60
Ivory Coast,A. Niangbo,69
Greece,N. Kainourgios,64
England,J. Eccles,58
Netherlands,D. van der Sluys,60
Belgium,L. Daneels,63
England,J. Wright,50
