Rk,Season,Team,Lg,BtRuns,GP,W,L,WL%,Bat#,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GIDP,HBP,SH,SF,IBB,LOB,R/Gm,XBH,TOB,TOBwe,Outs,RC,BAbip,RP,BtRuns.1,BtWins,ISO,AB/SO,SB%,SBatt,Hitting AIR,franchise,Rk_pit,Team_pit,Lg_pit,W_pit,GP_pit,W.1,L_pit,WL%_pit,ERA,G,CG,SHO,SV,IP,H_pit,R_pit,ER,HR_pit,BB_pit,IBB_pit,SO_pit,HBP_pit,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,PtchR,PtchW,WPA,WPA/LI,Clutch,RE24,REW,aLI,elo_start,elo_end,elo_delta,BtRuns/G,PtchR/G,RC/G,RA/G,RunDiff/G,BB%,SO%,HR%,XBH%,SV/G,WPA/G,Clutch/G,RE24/G,wl
409,2018,CHW,AL,-64,162,62,100,0.383,38,6071,5523,656,1332,851,259,40,182,639,98,41,425,1594,0.241,0.302,0.401,0.703,93,2217,99,66,24,32,18,1050,4.0,481,1823,1881,4387,678,0.304,1113,-64,-6.3,0.16,3.5,70.5,139,98,CHW,457,CHW,AL,62,162,62,100,0.383,4.83,162,0,0,34,1437.0,1404,848,771,196,653,25,1259,89,9,94,6339,88,4.73,1.431,8.8,1.2,4.1,7.9,1.93,-101,-9.4,-9.8,-8.1,-3266.9,-123.24,-11.7,0.0,1474.7017342625325,1435.8515781546434,-38.850156107889006,-0.3950617283950617,-0.6234567901234568,4.185185185185185,5.234567901234568,-1.234567901234568,0.07000494152528414,0.2625597100971833,0.029978586723768737,0.07922912205567452,0.20987654320987653,-0.060493827160493834,-20.16604938271605,-0.7607407407407407,0.383
410,2017,BOS,AL,-64,162,93,69,0.574,43,6338,5669,785,1461,972,302,19,168,735,106,31,571,1224,0.258,0.329,0.407,0.736,92,2305,141,53,9,36,48,1134,4.8,489,2085,2147,4425,772,0.3,1352,-64,-6.2,0.149,4.6,77.4,137,109,BOS,84,BOS,AL,93,162,93,69,0.574,3.7,162,5,1,39,1482.1,1384,668,610,195,465,18,1580,49,3,43,6217,124,3.78,1.247,8.4,1.2,2.8,9.6,3.4,132,13.6,14.4,10.1,4789.9,132.16,13.4,0.0,1533.4214510789714,1554.5438803646352,21.122429285663884,-0.3950617283950617,0.8148148148148148,4.765432098765432,4.1234567901234565,0.6765432098765434,0.09009151151782897,0.19312085831492584,0.026506784474597665,0.07715367623856106,0.24074074074074073,0.08888888888888889,29.56728395061728,0.8158024691358025,0.574
411,2014,BOS,AL,-64,162,71,91,0.438,50,6226,5551,634,1355,930,282,20,123,601,63,25,535,1337,0.244,0.316,0.369,0.684,91,2046,138,68,20,52,36,1168,3.9,425,1958,2011,4431,674,0.297,1112,-64,-6.8,0.124,4.2,71.6,88,95,BOS,379,BOS,AL,71,162,71,91,0.438,4.01,162,3,2,36,1465.2,1458,715,653,154,482,19,1213,47,5,51,6231,100,3.93,1.324,9.0,0.9,3.0,7.4,2.52,-4,0.1,-1.3,-3.3,-437.4,-26.01,-2.2,0.0,1535.2559633356109,1486.8711808512885,-48.38478248432216,-0.3950617283950617,-0.024691358024691357,4.160493827160494,4.41358024691358,-0.51358024691358,0.08592997108898169,0.21474461933825892,0.01975586251204626,0.06826212656601349,0.2222222222222222,-0.008024691358024692,-2.6999999999999997,-0.16055555555555556,0.438
412,2013,MIL,NL,-64,162,74,88,0.457,40,6064,5474,640,1381,943,238,43,157,610,142,50,407,1183,0.252,0.311,0.398,0.708,93,2176,116,71,77,35,22,1071,4.0,438,1859,1918,4371,700,0.294,1093,-64,-6.8,0.145,4.6,74.0,192,99,MIL,344,MIL,NL,74,162,74,88,0.457,3.84,162,4,2,40,1442.2,1401,687,615,175,466,29,1125,43,2,51,6100,101,4.12,1.294,8.7,1.1,2.9,7.0,2.41,-4,0.0,-8.0,-3.0,-161.0,-37.07,-3.4,0.05,1513.5075663163088,1495.0463814882066,-18.461184828102205,-0.3950617283950617,-0.024691358024691357,4.320987654320987,4.2407407407407405,-0.24074074074074048,0.0671174142480211,0.19508575197889183,0.025890501319261214,0.07222955145118734,0.24691358024691357,-0.04938271604938271,-0.9938271604938271,-0.22882716049382718,0.457
413,2012,CIN,NL,-64,162,97,65,0.599,38,6115,5477,669,1377,879,296,30,172,636,87,27,481,1266,0.251,0.315,0.411,0.726,93,2249,100,47,73,37,54,1135,4.1,498,1905,1968,4337,750,0.296,1133,-64,-6.7,0.159,4.3,76.3,114,104,CIN,39,CIN,NL,97,162,97,65,0.599,3.34,162,9,2,56,1453.0,1356,588,540,152,427,33,1248,51,7,34,6056,123,3.72,1.227,8.4,0.9,2.6,7.7,2.92,122,12.8,12.0,8.5,179.3,109.94,11.5,0.06,1498.4983386312572,1528.0283457752691,29.53000714401196,-0.3950617283950617,0.7530864197530864,4.62962962962963,3.6296296296296298,0.4703703703703699,0.07865903515944399,0.2070318887980376,0.02812755519215045,0.08143908421913328,0.345679012345679,0.07407407407407407,1.1067901234567903,0.678641975308642,0.599
414,2012,COL,NL,-64,162,64,98,0.395,49,6183,5577,758,1526,1002,306,52,166,716,100,40,450,1213,0.274,0.33,0.436,0.766,93,2434,132,36,74,39,34,1111,4.7,524,2012,2070,4336,808,0.321,1308,-64,-6.5,0.163,4.6,71.4,140,115,COL,446,COL,NL,64,162,64,98,0.395,5.21,162,0,0,36,1422.1,1637,890,824,198,566,61,1144,47,6,94,6384,89,4.59,1.549,10.4,1.3,3.6,7.2,2.02,-73,-7.1,-16.3,-19.1,-328.3,-160.4,-14.4,0.05,1484.6080994196664,1447.081669785409,-37.52642963425728,-0.3950617283950617,-0.4506172839506173,4.987654320987654,5.493827160493828,-0.7938271604938274,0.07278020378457059,0.19618308264596473,0.026847808507197153,0.08474850396247777,0.2222222222222222,-0.1006172839506173,-2.0265432098765435,-0.9901234567901235,0.395
415,2012,LAD,NL,-65,162,86,76,0.531,50,6091,5438,637,1369,961,269,23,116,607,104,44,481,1156,0.252,0.317,0.374,0.69,91,2032,139,52,82,38,49,1112,3.9,408,1902,1962,4372,663,0.298,1128,-65,-6.6,0.122,4.7,70.3,148,97,LAD,189,LAD,NL,86,162,86,76,0.531,3.34,162,2,2,40,1450.0,1277,597,538,122,539,62,1276,45,2,46,6068,114,3.64,1.252,7.9,0.8,3.3,7.9,2.37,74,8.0,8.1,8.7,142.0,74.2,8.6,0.05,1508.9875229096217,1514.8836598427126,5.896136933091157,-0.4012345679012346,0.4567901234567901,4.092592592592593,3.685185185185185,0.2148148148148148,0.07896897061237892,0.18978821211623706,0.019044491873255624,0.06698407486455427,0.24691358024691357,0.049999999999999996,0.8765432098765432,0.4580246913580247,0.531
416,2016,MIL,NL,-66,162,73,89,0.451,50,6061,5330,671,1299,837,249,19,194,641,181,56,599,1543,0.244,0.322,0.407,0.729,92,2168,131,37,53,39,34,1071,4.1,462,1935,1978,4310,736,0.304,1118,-66,-6.6,0.163,3.5,76.4,237,107,MIL,355,MIL,NL,73,162,73,89,0.451,4.08,162,0,0,46,1434.2,1450,733,650,178,532,33,1175,66,2,48,6188,105,4.37,1.382,9.1,1.1,3.3,7.4,2.21,17,2.2,1.2,-4.9,31.4,-18.34,-1.3,0.05,1481.6318450015292,1475.7906058072056,-5.841239194323634,-0.4074074074074074,0.10493827160493827,4.54320987654321,4.5246913580246915,-0.4246913580246918,0.09882857614255074,0.25457845240059396,0.03200791948523346,0.07622504537205081,0.2839506172839506,0.007407407407407407,0.19382716049382714,-0.11320987654320988,0.451
417,2021,BAL,AL,-67,162,52,110,0.321,44,5983,5420,659,1296,820,266,15,195,632,54,23,451,1454,0.239,0.304,0.402,0.705,92,2177,105,65,14,31,12,1046,4.1,476,1812,1842,4297,678,0.29,1096,-67,-6.8,0.163,3.7,70.1,77,99,BAL,498,BAL,AL,52,162,52,110,0.321,5.84,162,1,1,26,1402.1,1518,956,910,258,563,12,1234,68,7,88,6252,77,5.15,1.484,9.7,1.7,3.6,7.9,2.19,-189,-17.4,-16.9,-15.5,-5620.2,-217.47,-19.6,0.0,1473.0566082555824,1405.7033812659693,-67.35322698961318,-0.41358024691358025,-1.1666666666666667,4.185185185185185,5.901234567901234,-1.8012345679012345,0.07538024402473675,0.24302189537021562,0.03259234497743607,0.07955874979107472,0.16049382716049382,-0.10432098765432098,-34.69259259259259,-1.3424074074074075,0.321
418,2017,ATL,NL,-67,162,72,90,0.444,49,6216,5584,732,1467,987,289,26,165,706,77,31,474,1184,0.263,0.326,0.412,0.738,92,2303,137,66,59,32,57,1127,4.5,480,2007,2061,4376,772,0.305,1273,-67,-6.7,0.15,4.7,71.3,108,109,ATL,365,ATL,NL,72,162,72,90,0.444,4.72,162,0,0,36,1441.1,1463,821,756,192,584,39,1258,70,5,58,6306,93,4.51,1.42,9.1,1.2,3.6,7.9,2.15,-59,-5.3,-7.1,-6.3,-140.8,-84.74,-8.0,0.05,1472.3160230266226,1459.4393844192643,-12.876638607358244,-0.41358024691358025,-0.36419753086419754,4.765432098765432,5.067901234567901,-0.5679012345679011,0.07625482625482626,0.19047619047619047,0.026544401544401543,0.07722007722007722,0.2222222222222222,-0.04382716049382716,-0.8691358024691359,-0.5230864197530863,0.444
419,2017,KCR,AL,-67,162,80,82,0.494,40,6027,5536,702,1436,959,260,24,193,660,91,31,390,1166,0.259,0.311,0.42,0.731,93,2323,160,45,17,37,19,1005,4.3,477,1871,1924,4345,713,0.295,1169,-67,-6.6,0.16,4.7,74.6,122,105,KCR,261,KCR,AL,80,162,80,82,0.494,4.61,162,1,1,39,1437.2,1480,791,737,196,519,24,1216,52,6,48,6218,97,4.43,1.39,9.3,1.2,3.2,7.6,2.34,-19,-1.3,1.5,-2.4,385.2,-34.43,-2.6,0.0,1501.5230083635893,1482.4396536911413,-19.083354672447967,-0.41358024691358025,-0.11728395061728394,4.401234567901234,4.882716049382716,-0.5827160493827162,0.06470881035340965,0.19346275095404014,0.032022565123610416,0.07914385266301642,0.24074074074074073,0.009259259259259259,2.3777777777777778,-0.21253086419753087,0.494
420,2016,OAK,AL,-68,162,69,93,0.426,43,6022,5500,653,1352,892,270,21,169,634,50,23,442,1145,0.246,0.304,0.395,0.699,91,2171,142,33,13,34,19,1036,4.0,460,1827,1888,4360,658,0.28,1118,-68,-6.8,0.149,4.8,68.5,73,99,ATH,397,OAK,AL,69,162,69,93,0.426,4.51,162,2,1,42,1433.2,1459,761,718,185,464,28,1188,50,3,70,6144,91,4.24,1.341,9.2,1.2,2.9,7.5,2.56,-61,-5.1,-6.3,-3.6,-1566.9,-52.97,-4.4,0.0,1488.5793042801522,1466.7205754357751,-21.858728844376856,-0.41975308641975306,-0.3765432098765432,4.061728395061729,4.697530864197531,-0.6975308641975309,0.07339754234473597,0.19013616738625042,0.028063766190634342,0.07638658253072068,0.25925925925925924,-0.03888888888888889,-9.672222222222222,-0.3269753086419753,0.426
421,2012,PHI,NL,-68,162,81,81,0.5,49,6172,5544,684,1414,957,271,28,158,659,116,23,454,1094,0.255,0.317,0.4,0.716,92,2215,114,63,72,39,41,1135,4.2,457,1931,1986,4378,734,0.29,1185,-68,-7.0,0.144,5.1,83.5,139,103,PHI,250,PHI,NL,81,162,81,81,0.5,3.83,162,5,4,42,1451.1,1387,680,618,178,409,33,1385,44,3,30,6072,106,3.72,1.237,8.6,1.1,2.5,8.6,3.39,30,3.4,0.6,3.8,6.0,15.79,1.8,0.06,1542.579833338238,1520.54762532154,-22.032208016698178,-0.41975308641975306,0.18518518518518517,4.530864197530864,4.197530864197531,0.0024691358024693244,0.07355800388852884,0.17725210628645496,0.02559948152948801,0.07404406999351912,0.25925925925925924,0.0037037037037037034,0.037037037037037035,0.09746913580246913,0.5
422,2010,BAL,AL,-68,162,66,96,0.407,36,6109,5554,613,1440,1022,264,21,133,577,76,34,424,1056,0.259,0.316,0.386,0.702,92,2145,154,54,31,45,32,1139,3.8,418,1918,1975,4378,677,0.296,1057,-68,-6.8,0.127,5.3,69.1,110,99,BAL,434,BAL,AL,66,162,66,96,0.407,4.59,162,3,0,35,1436.1,1508,785,733,186,520,45,1007,59,5,45,6262,91,4.57,1.412,9.4,1.2,3.3,6.3,1.94,-66,-6.3,-7.4,-5.5,-2473.8,-75.7,-7.3,0.0,1473.2391623257074,1457.7943755746155,-15.44478675109167,-0.41975308641975306,-0.4074074074074074,4.179012345679013,4.845679012345679,-1.045679012345679,0.06940579472908823,0.17285971517433296,0.021771157308888525,0.0684236372565068,0.21604938271604937,-0.04567901234567901,-15.270370370370372,-0.46728395061728395,0.407
423,2011,PIT,NL,-70,162,72,90,0.444,52,6064,5421,610,1325,906,277,35,107,580,108,52,489,1308,0.244,0.309,0.368,0.676,90,1993,123,34,75,44,31,1079,3.8,419,1848,1907,4390,640,0.301,1083,-70,-7.2,0.123,4.1,67.5,160,94,PIT,368,PIT,NL,72,162,72,90,0.444,4.04,162,5,3,43,1449.2,1513,712,650,152,535,65,1031,62,6,60,6317,92,4.2,1.413,9.4,0.9,3.3,6.4,1.93,-53,-5.1,-6.0,-8.4,-102.9,-66.33,-6.4,0.05,1445.526383391233,1437.084611484751,-8.44177190648179,-0.43209876543209874,-0.3271604938271605,3.950617283950617,4.395061728395062,-0.5950617283950619,0.08063984168865436,0.21569920844327176,0.017645118733509234,0.06909630606860158,0.2654320987654321,-0.037037037037037035,-0.6351851851851852,-0.40944444444444444,0.444
424,2010,COL,NL,-70,162,83,79,0.512,43,6265,5530,770,1452,955,270,54,173,741,99,42,585,1274,0.263,0.336,0.425,0.76,92,2349,103,47,56,47,53,1175,4.8,497,2084,2132,4326,828,0.31,1338,-70,-7.2,0.162,4.3,70.2,141,114,COL,226,COL,NL,83,162,83,79,0.512,4.14,162,6,2,35,1442.0,1405,717,663,139,525,54,1234,56,12,77,6143,112,3.83,1.338,8.8,0.9,3.3,7.7,2.35,75,8.0,3.8,5.2,60.7,30.58,3.3,0.06,1519.2224742518974,1515.2464233551905,-3.976050896706965,-0.43209876543209874,0.46296296296296297,5.111111111111111,4.425925925925926,0.3740740740740742,0.09337589784517158,0.20335195530726258,0.027613727055067837,0.07932960893854749,0.21604938271604937,0.023456790123456788,0.3746913580246914,0.18876543209876542,0.512
425,2010,FLA,NL,-70,162,80,82,0.494,56,6194,5531,719,1403,920,294,37,152,686,92,26,514,1375,0.254,0.321,0.403,0.724,92,2227,107,55,51,43,42,1154,4.4,483,1972,2035,4355,753,0.309,1253,-70,-7.2,0.149,4.0,78.0,118,105,MIA,267,FLA,NL,80,162,80,82,0.494,4.08,162,5,2,39,1438.2,1433,717,652,134,549,42,1168,51,4,49,6217,102,3.92,1.378,9.0,0.8,3.4,7.3,2.13,12,2.0,-1.3,-0.2,-24.7,-8.33,0.2,0.05,1505.9873774712971,1496.002898844307,-9.98447862699004,-0.43209876543209874,0.07407407407407407,4.648148148148148,4.425925925925926,-0.02592592592592524,0.0829835324507588,0.2219890216338392,0.024539877300613498,0.07797868905392315,0.24074074074074073,-0.008024691358024692,-0.15246913580246912,-0.05141975308641975,0.494
426,2010,WSN,NL,-70,162,69,93,0.426,46,6100,5418,655,1355,925,250,31,149,634,110,41,503,1220,0.25,0.318,0.39,0.708,91,2114,125,60,71,47,36,1113,4.0,430,1918,1971,4347,709,0.294,1140,-70,-7.1,0.14,4.4,72.8,151,101,WSN,402,WSN,NL,69,162,69,93,0.426,4.13,162,2,1,37,1435.0,1469,742,658,151,512,57,1068,46,7,33,6214,98,4.12,1.38,9.2,0.9,3.2,6.7,2.09,-23,-1.9,-6.4,-2.5,-122.9,-48.82,-4.4,0.05,1466.0617587876795,1453.884644378145,-12.177114409534624,-0.43209876543209874,-0.1419753086419753,4.3765432098765435,4.580246913580247,-0.5802469135802468,0.08245901639344262,0.2,0.02442622950819672,0.07049180327868852,0.22839506172839505,-0.03950617283950617,-0.758641975308642,-0.30135802469135803,0.426
427,2023,PIT,NL,-71,162,76,86,0.469,29,6089,5406,692,1293,816,287,31,159,662,117,41,556,1464,0.239,0.315,0.392,0.707,91,2119,92,58,25,43,9,1111,4.3,477,1907,1934,4314,699,0.296,1195,-71,-7.0,0.153,3.7,74.1,158,101,PIT,314,PIT,NL,76,162,76,86,0.469,4.6,162,2,2,47,1429.2,1380,790,731,179,596,25,1363,81,7,57,6238,98,4.4,1.382,8.7,1.1,3.8,8.6,2.29,-16,-1.2,2.3,-0.3,,-25.13,-1.9,0.0,1455.930146568148,1456.8380135484233,0.9078669802752302,-0.4382716049382716,-0.09876543209876543,4.314814814814815,4.8765432098765435,-0.5765432098765437,0.09131220233207424,0.24043356873049762,0.026112662177697487,0.07833798653309246,0.29012345679012347,0.01419753086419753,,-0.15512345679012346,0.469
428,2015,SDP,NL,-71,162,74,88,0.457,46,6019,5457,650,1324,880,260,36,148,623,82,29,426,1327,0.243,0.3,0.385,0.685,91,2100,108,40,52,42,22,1028,4.0,444,1790,1855,4364,654,0.292,1125,-71,-7.3,0.142,4.1,73.9,111,95,SDP,342,SDP,NL,74,162,74,88,0.457,4.09,162,1,0,41,1440.1,1371,731,655,171,516,35,1393,54,3,54,6093,91,3.93,1.31,8.6,1.1,3.2,8.7,2.7,-69,-6.5,-3.3,-4.7,-66.4,-76.59,-7.2,0.05,1487.2353969801527,1462.4801596117636,-24.75523736838909,-0.4382716049382716,-0.42592592592592593,4.037037037037037,4.512345679012346,-0.5123456790123457,0.07077587639142714,0.22046851636484466,0.024588802126599103,0.07376640637979731,0.25308641975308643,-0.02037037037037037,-0.4098765432098766,-0.4727777777777778,0.457
429,2026,PHI,NL,-72,115,61,54,0.53,23,4280,3840,505,909,592,154,18,145,489,87,15,344,999,0.237,0.305,0.399,0.704,88,1534,69,50,6,38,9,745,4.4,317,1303,1331,3059,498,0.279,849,-72,-7.3,0.163,3.8,85.3,102,103,PHI,461,PHI,NL,61,115,61,54,0.53,4.2,115,1,1,30,1015.2,982,507,474,138,344,9,1121,52,3,28,4352,107,3.82,1.306,8.7,1.2,3.0,9.9,3.26,36,4.3,4.2,2.7,,28.5,3.5,0.0,1531.6300191170278,1520.950283393977,-10.6797357230505,-0.6260869565217392,0.3130434782608696,4.3304347826086955,4.408695652173913,-0.00869565217391255,0.08037383177570094,0.23341121495327102,0.03387850467289719,0.07406542056074766,0.2608695652173913,0.036521739130434785,,0.24782608695652175,0.53
430,2019,PHI,NL,-72,162,81,81,0.5,56,6261,5571,774,1369,817,311,26,215,742,78,18,562,1453,0.246,0.319,0.427,0.746,92,2377,97,57,34,34,47,1129,4.8,552,1988,2040,4385,799,0.293,1301,-72,-7.0,0.181,3.8,81.3,96,111,PHI,244,PHI,NL,81,162,81,81,0.5,4.53,162,3,1,36,1453.2,1452,794,731,258,546,38,1392,71,7,45,6274,99,4.88,1.374,9.0,1.6,3.4,8.6,2.55,-11,-0.9,1.7,-3.9,25.5,-20.28,-1.5,0.08,1480.0155964577225,1488.1949929253508,8.179396467628294,-0.4444444444444444,-0.06790123456790123,4.932098765432099,4.901234567901234,-0.1012345679012343,0.08976201884682958,0.23207155406484586,0.0343395623702284,0.0881648298993771,0.2222222222222222,0.010493827160493827,0.1574074074074074,-0.1251851851851852,0.5
431,2017,TOR,AL,-72,162,76,86,0.469,44,6154,5499,693,1320,824,269,5,222,661,53,24,542,1327,0.24,0.312,0.412,0.724,91,2265,153,51,25,35,12,1064,4.3,496,1913,1962,4416,717,0.276,1132,-72,-7.1,0.172,4.1,68.8,77,105,TOR,315,TOR,AL,76,162,76,86,0.469,4.42,162,2,0,45,1465.0,1460,784,720,203,549,25,1372,48,4,53,6316,102,4.31,1.371,9.0,1.2,3.4,8.4,2.5,9,1.4,3.0,-0.1,741.1,-9.64,0.0,0.0,1526.2445548462752,1498.66265680462,-27.581898041655226,-0.4444444444444444,0.05555555555555555,4.425925925925926,4.839506172839506,-0.5395061728395065,0.0880727981800455,0.21563210919727008,0.036074098147546314,0.08059798505037374,0.2777777777777778,0.018518518518518517,4.574691358024691,-0.059506172839506176,0.469
432,2016,ARI,NL,-72,162,69,93,0.426,50,6260,5665,752,1479,948,285,56,190,709,137,31,463,1427,0.261,0.32,0.432,0.752,93,2446,117,50,43,38,43,1113,4.6,531,1992,2048,4415,810,0.315,1271,-72,-7.3,0.171,4.0,81.5,168,111,ARI,396,ARI,NL,69,162,69,93,0.426,5.09,162,2,2,31,1451.1,1563,890,821,202,603,57,1318,57,7,69,6437,88,4.5,1.492,9.7,1.3,3.7,8.2,2.19,-90,-8.7,-11.8,-10.1,-221.3,-142.25,-13.0,0.05,1491.8735481101833,1456.2600049879825,-35.61354312220078,-0.4444444444444444,-0.5555555555555556,5.0,5.493827160493828,-0.8938271604938279,0.07396166134185303,0.22795527156549522,0.03035143769968051,0.08482428115015975,0.19135802469135801,-0.0728395061728395,-1.3660493827160494,-0.8780864197530864,0.426
433,2012,ATL,NL,-72,162,94,68,0.58,41,6126,5425,700,1341,899,263,30,149,660,101,32,567,1289,0.247,0.32,0.389,0.709,90,2111,108,34,53,46,37,1127,4.3,442,1942,1995,4323,718,0.296,1211,-72,-7.4,0.142,4.2,75.9,133,103,ATL,71,ATL,NL,94,162,94,68,0.58,3.42,162,5,4,47,1445.1,1310,600,549,145,464,40,1232,41,3,54,5991,117,3.74,1.227,8.2,0.9,2.9,7.7,2.66,94,10.1,10.7,10.3,184.1,95.64,10.3,0.06,1511.2535124019514,1539.2444124497324,27.990900047781,-0.4444444444444444,0.5802469135802469,4.432098765432099,3.7037037037037037,0.5962962962962961,0.09255631733594515,0.21041462618348025,0.024322559582109042,0.07215148547175972,0.29012345679012347,0.06604938271604938,1.1364197530864197,0.5903703703703703,0.58
434,2016,NYY,AL,-73,162,84,78,0.519,42,6059,5458,680,1378,930,245,20,183,647,72,22,475,1188,0.252,0.315,0.405,0.72,91,2212,121,42,21,49,19,1098,4.2,448,1895,1944,4293,710,0.289,1144,-73,-7.3,0.153,4.6,76.6,94,105,NYY,210,NYY,AL,84,162,84,78,0.519,4.16,162,0,0,48,1428.1,1358,702,660,214,444,15,1393,57,2,52,6023,104,4.2,1.262,8.6,1.3,2.8,8.8,3.14,28,3.1,6.3,2.5,2111.8,35.5,4.1,0.0,1511.834239348505,1512.2895927824766,0.4553534339715952,-0.4506172839506173,0.1728395061728395,4.382716049382716,4.333333333333333,-0.13333333333333286,0.07839577488034329,0.1960719590691533,0.03020300379600594,0.07393959399240799,0.2962962962962963,0.03888888888888889,13.035802469135804,0.2191358024691358,0.519
435,2009,KCR,AL,-73,162,65,97,0.401,34,6103,5532,686,1432,961,276,51,144,657,88,29,457,1091,0.259,0.318,0.405,0.724,92,2242,135,42,38,32,20,1090,4.2,471,1931,1981,4334,719,0.298,1199,-73,-7.0,0.146,5.1,75.2,117,105,KCR,439,KCR,AL,65,162,65,97,0.401,4.83,162,10,5,34,1425.2,1486,842,765,166,600,28,1153,51,6,89,6265,92,4.36,1.463,9.4,1.0,3.8,7.3,1.92,-69,-5.5,-7.1,-5.5,-2358.5,-86.67,-7.2,0.0,1500.0,1452.4169005083295,-47.58309949167051,-0.4506172839506173,-0.42592592592592593,4.438271604938271,5.197530864197531,-0.9975308641975307,0.07488120596427986,0.17876454202851058,0.023594953301654925,0.07717515975749631,0.20987654320987653,-0.04382716049382716,-14.558641975308642,-0.535,0.401
436,2023,NYY,AL,-74,162,82,80,0.506,24,5973,5323,673,1207,752,221,15,219,650,100,30,557,1427,0.227,0.304,0.397,0.701,91,2115,119,47,9,36,18,1007,4.2,455,1811,1833,4310,662,0.266,1104,-74,-7.5,0.171,3.7,76.9,130,99,NYY,231,NYY,AL,82,162,82,80,0.506,3.97,162,3,3,44,1439.2,1272,698,635,195,508,6,1439,85,15,60,6078,110,4.25,1.236,8.0,1.2,3.2,9.0,2.83,57,6.4,8.5,6.0,,62.58,7.0,0.0,1540.923462998314,1509.6440884440703,-31.27937455424376,-0.4567901234567901,0.35185185185185186,4.08641975308642,4.308641975308642,-0.10864197530864139,0.09325297170601038,0.23890842122886322,0.03666499246609744,0.0761761258998828,0.2716049382716049,0.05246913580246913,,0.3862962962962963,0.506
437,2022,COL,NL,-74,162,68,94,0.42,24,6105,5540,698,1408,945,280,34,149,669,45,20,453,1330,0.254,0.315,0.398,0.713,91,2203,139,61,10,40,10,1113,4.3,463,1922,1966,4341,690,0.307,1218,-74,-7.6,0.144,4.2,69.2,65,103,COL,404,COL,NL,68,162,68,94,0.42,5.06,162,1,1,43,1425.1,1516,873,802,184,539,12,1187,59,3,65,6240,92,4.38,1.442,9.6,1.2,3.4,7.5,2.2,-57,-5.5,-6.2,-8.9,,-124.45,-11.2,0.0,1488.166390411789,1448.748962987834,-39.41742742395513,-0.4567901234567901,-0.35185185185185186,4.2592592592592595,5.388888888888889,-1.0888888888888895,0.0742014742014742,0.21785421785421785,0.024406224406224405,0.07583947583947584,0.2654320987654321,-0.03827160493827161,,-0.7682098765432099,0.42
438,2020,PIT,NL,-74,60,19,41,0.317,21,2134,1932,219,425,284,76,6,59,210,16,11,167,521,0.22,0.284,0.357,0.641,74,690,34,11,7,15,6,355,3.7,141,603,619,1574,206,0.268,370,-74,-7.2,0.137,3.7,59.3,27,101,PIT,540,PIT,NL,19,60,19,41,0.317,4.68,60,1,0,6,513.0,451,298,267,80,249,3,536,37,2,28,2227,98,4.8,1.365,7.9,1.4,4.4,9.4,2.15,-9,-0.6,-3.5,-0.7,,-14.62,-1.3,0.0,1475.939804806753,1446.9043870664375,-29.035417740315552,-1.2333333333333334,-0.15,3.433333333333333,4.966666666666667,-1.2666666666666666,0.07825679475164012,0.24414245548266167,0.027647610121836926,0.06607310215557638,0.1,-0.058333333333333334,,-0.24366666666666664,0.317
439,2013,MIN,AL,-74,162,66,96,0.407,35,6212,5564,614,1346,895,285,15,151,590,52,33,533,1430,0.242,0.312,0.38,0.692,90,2114,103,52,29,32,20,1206,3.8,451,1931,1986,4415,679,0.298,1053,-74,-7.5,0.138,3.9,61.2,85,98,MIN,432,MIN,AL,66,162,66,96,0.407,4.55,162,1,1,40,1450.1,1591,788,733,168,458,31,985,44,4,50,6257,90,4.23,1.413,9.9,1.0,2.8,6.1,2.15,-71,-6.4,-7.9,-7.3,-1963.2,-86.57,-7.9,0.0,1465.32918519576,1425.6825433625254,-39.64664183323475,-0.4567901234567901,-0.4382716049382716,4.191358024691358,4.864197530864198,-1.064197530864198,0.08580167417900837,0.23019961365099806,0.024307791371538958,0.07260141661300708,0.24691358024691357,-0.04876543209876544,-12.118518518518519,-0.5343827160493827,0.407
440,2013,PHI,NL,-76,162,73,89,0.451,51,6014,5456,610,1355,928,255,32,140,578,73,29,417,1205,0.248,0.306,0.384,0.69,91,2094,131,53,57,31,41,1061,3.8,427,1825,1881,4349,651,0.293,1048,-76,-7.9,0.135,4.5,71.6,102,97,PHI,359,PHI,NL,73,162,73,89,0.451,4.32,162,6,2,32,1436.1,1465,749,689,152,506,33,1199,62,6,48,6213,87,3.94,1.372,9.2,1.0,3.2,7.5,2.37,-91,-8.7,-5.1,-8.5,-81.8,-114.37,-10.9,0.06,1512.328575192924,1462.156665056282,-50.171910136642055,-0.4691358024691358,-0.5617283950617284,4.018518518518518,4.6234567901234565,-0.8234567901234566,0.06933821084137014,0.20036581310276022,0.023279015630196208,0.07100099767209844,0.19753086419753085,-0.03148148148148148,-0.5049382716049382,-0.7059876543209876,0.451
